_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
1277363,4153978,2017,2020,1965,PRIVATE,8,Eglinton-Lawrence,680 ROSELAWN AVE,9,64,2020-10-28,88,Evaluation needs to be conducted in 3 years,19,5,5,5,4,4,4,4,4,5,,4,5,5,5,4,4,4,4,4,5,N0833,43.7057152,-79.42536161,310799.649,4840421.205
1277364,4155152,2017,2020,1974,PRIVATE,5,York South-Weston,150 ROSEMOUNT AVE,5,31,2020-10-28,75,Evaluation needs to be conducted in 2 years,17,4,4,5,4,3,3,,4,3,,4,4,5,4,3,3,4,4,3,,W0525,43.70408526,-79.51980574,303188.223,4840236.751
1277365,4153567,2017,2020,1985,TCHC,13,Toronto Centre,123 SACKVILLE ST,3,20,2020-10-28,75,Evaluation needs to be conducted in 2 years,16,3,4,4,4,4,4,4,3,,,4,3,5,3,4,3,,4,,4,S1330,43.65708981,-79.36152767,315953.471,4835024.718
1277366,4156772,2017,2020,2015,TCHC,13,Toronto Centre,180 SACKVILLE ST,9,83,2020-10-28,94,Evaluation needs to be conducted in 3 years,19,5,5,5,4,5,4,5,4,4,5,5,5,5,5,5,4,,5,4,5,S1330,,,315865.16,4835184.93
1277367,4156706,2017,2020,2013,TCHC,13,Toronto Centre,230 SACKVILLE ST,10,155,2020-10-28,93,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,4,5,4,4,4,5,5,5,5,5,4,5,5,4,5,S1330,,,315831.119,4835315.526
1277368,4167685,2017,2020,1948,TCHC,13,Toronto Centre,295 SACKVILLE ST,3,48,2020-10-28,65,Evaluation needs to be conducted in 1 year,16,3,3,4,3,4,4,,3,,,3,3,5,3,3,3,2,3,3,,S1330,43.66183347,-79.36324771,315813.619,4835552.43
1277369,4155337,2017,2020,1963,PRIVATE,2,Etobicoke Centre,1137 ROYAL YORK RD,10,122,2020-10-28,84,Evaluation needs to be conducted in 2 years,17,5,4,5,4,5,3,,5,4,,3,4,5,4,4,4,4,5,3,,W0230,43.66123379,-79.51514744,303562.582,4835476.083
1277370,4232595,2017,2020,1963,PRIVATE,2,Etobicoke Centre,1139 ROYAL YORK RD,10,90,2020-10-28,85,Evaluation needs to be conducted in 2 years,17,5,4,5,4,5,3,,5,4,,3,4,5,4,4,4,4,5,4,,W0230,43.66111035,-79.51587264,303504.092,4835462.384
1277371,4232598,2017,2020,1963,PRIVATE,2,Etobicoke Centre,1141 ROYAL YORK RD,10,91,2020-10-28,85,Evaluation needs to be conducted in 2 years,17,5,4,5,4,5,3,,5,4,,3,4,5,4,4,4,4,5,4,,W0230,43.66077349,-79.51632334,303467.734,4835424.971
1277372,4155776,2017,2020,1967,PRIVATE,6,York Centre,35 CEDARCROFT BLVD,13,207,2020-10-28,71,Evaluation needs to be conducted in 2 years,19,3,4,5,2,3,3,3,4,5,,3,4,5,3,3,3,3,4,3,4,N0622,43.78274506,-79.44830487,308945.574,4848976.441
1277373,4152928,2017,2020,1924,PRIVATE,4,Parkdale-High Park,1778 BLOOR ST W,3,21,2020-10-28,73,Evaluation needs to be conducted in 2 years,14,4,3,4,3,4,3,,4,,,4,3,4,3,4,4,,4,,,S0428,43.65481696,-79.46094065,307934.791,4834764.694
1277374,4155278,2017,2020,1950,PRIVATE,3,Etobicoke-Lakeshore,158 BERRY RD,4,30,2020-10-28,73,Evaluation needs to be conducted in 2 years,17,3,4,5,3,4,2,,3,,3,3,3,5,4,4,4,3,5,4,,W0327,43.63726714,-79.4896576,305618.818,4832813.412
1277375,4153020,2017,2020,1967,PRIVATE,4,Parkdale-High Park,160 JAMESON AVE,7,96,2020-10-28,68,Evaluation needs to be conducted in 2 years,17,4,4,4,3,4,3,,3,4,,3,4,4,3,3,3,3,4,2,,S0436,43.63765643,-79.4366088,309899.145,4832858.439
1277376,4154347,2017,2020,1958,PRIVATE,5,York South-Weston,2440 KEELE ST,3,34,2020-10-28,74,Evaluation needs to be conducted in 2 years,16,3,4,4,3,3,4,,5,,3,4,3,5,3,4,4,,4,3,,W0526,43.71171224,-79.47921788,306459.237,4841083.979
1277377,4155879,2017,2020,1969,PRIVATE,6,York Centre,6200 BATHURST ST,14,181,2020-10-28,72,Evaluation needs to be conducted in 2 years,18,3,4,5,3,4,4,3,3,3,3,3,5,5,3,3,4,,4,3,,N0622,43.79110341,-79.44678989,309058.466,4849903.305
1277378,4154647,2017,2020,1963,PRIVATE,6,York Centre,9 KINGSBRIDGE CRT,7,74,2020-10-28,82,Evaluation needs to be conducted in 2 years,18,5,5,5,4,4,4,3,4,4,,4,4,5,3,4,4,5,4,3,,N0624,43.77157674,-79.44410391,309284.542,4847735.908
1277379,4155334,2017,2020,1954,PRIVATE,2,Etobicoke Centre,11 ANGLESEY BLVD,4,39,2020-10-28,76,Evaluation needs to be conducted in 2 years,16,4,4,5,3,4,3,,4,,4,4,3,5,4,4,3,,4,3,,W0229,43.66472,-79.5208077,303106.196,4835863.495
1277380,4154893,2017,2020,2001,PRIVATE,16,Don Valley East,17 BROOKBANKS DR,8,44,2020-10-28,99,Evaluation needs to be conducted in 3 years,19,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,N1625,43.75129127,-79.33288631,318225.632,4845565.901
1277381,4154009,2017,2020,1954,PRIVATE,8,Eglinton-Lawrence,107 ROSELAWN AVE,4,21,2020-10-28,76,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,4,,4,,,4,3,5,3,3,4,,4,3,,N0833,43.71000827,-79.40248381,312643.143,4840899.127
1277382,4153980,2017,2020,1959,PRIVATE,8,Eglinton-Lawrence,665 ROSELAWN AVE,5,87,2020-10-28,89,Evaluation needs to be conducted in 3 years,19,5,5,5,5,4,4,4,4,5,4,5,5,5,4,4,5,4,4,4,,N0833,43.70517802,-79.42510828,310820.12,4840361.543
1277383,4152747,2017,2020,1965,PRIVATE,20,Scarborough Southwest,815 MIDLAND AVE,3,23,2020-10-28,75,Evaluation needs to be conducted in 2 years,16,4,4,4,4,4,3,,4,,,4,3,5,4,3,3,4,4,3,,E2024,43.73415096,-79.25748116,324320.645,4843605.005
1277384,4233290,2017,2020,1984,SOCIAL HOUSING,5,York South-Weston,29 SOUTH STATION ST,13,128,2020-10-28,76,Evaluation needs to be conducted in 2 years,18,4,4,5,3,4,3,3,3,4,4,3,4,4,5,4,4,,4,3,,W0524,43.70099202,-79.51536306,303546.182,4839893.047
1277385,4152955,2017,2020,1959,PRIVATE,4,Parkdale-High Park,29 SPENCER AVE,6,54,2020-10-28,70,Evaluation needs to be conducted in 2 years,18,4,3,5,3,3,3,,4,3,3,4,4,4,3,4,3,4,4,2,,S0437,43.6349011,-79.42912181,310503.215,4832553.752
1277386,4153357,2017,2020,1930,PRIVATE,12,Toronto-St. Paul's,49 ST CLAIR AVE W,7,34,2020-10-28,79,Evaluation needs to be conducted in 2 years,17,4,4,5,3,4,3,3,4,3,4,4,3,5,5,4,4,,5,,,S1238,43.68736873,-79.39593793,313173.803,4838384.509
1277387,4153344,2017,2020,1930,SOCIAL HOUSING,12,Toronto-St. Paul's,497 ST CLAIR AVE W,4,19,2020-10-28,68,Evaluation needs to be conducted in 2 years,15,3,3,3,2,4,3,,3,,3,3,4,5,3,4,4,,4,,,S1236,43.68309362,-79.41743708,311440.998,4837907.611
1277388,4154219,2017,2020,1965,PRIVATE,7,Humber River-Black Creek,99 MATTSON RD,4,30,2020-10-28,61,Evaluation needs to be conducted in 1 year,18,2,3,3,3,3,3,,2,3,3,3,3,5,3,4,3,3,4,2,,W0734,43.72265494,-79.51304474,303733.493,4842299.549
1277389,4153982,2017,2020,1961,PRIVATE,8,Eglinton-Lawrence,515 CHAPLIN CRES,8,111,2020-10-28,78,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,4,3,4,4,4,5,4,4,4,3,3,4,,N0833,43.70495206,-79.42424928,310889.372,4840336.498
1277390,4153981,2017,2020,1961,PRIVATE,8,Eglinton-Lawrence,525 CHAPLIN CRES,8,110,2020-10-28,79,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,4,3,4,4,4,5,4,4,4,3,3,4,,N0833,43.70535072,-79.4245433,310865.636,4840380.768
1277391,4153442,2019,2020,1955,PRIVATE,13,Toronto Centre,256 SHERBOURNE ST,4,23,2020-10-28,77,Evaluation needs to be conducted in 2 years,15,4,4,4,4,4,3,,3,,,4,3,5,4,4,4,,4,4,,S1328,43.65892539,-79.37159467,315141.167,4835227.328
1277392,4153435,2017,2020,1896,PRIVATE,13,Toronto Centre,77 PEMBROKE ST,4,16,2020-10-28,69,Evaluation needs to be conducted in 2 years,14,4,4,3,3,4,3,,3,,,3,2,5,3,3,4,,4,,,S1328,43.65894222,-79.37235372,315079.942,4835229.102
1277393,4154645,2017,2020,1960,PRIVATE,6,York Centre,521-523 FINCH AVE W,6,179,2020-10-28,66,Evaluation needs to be conducted in 2 years,19,3,3,5,4,3,4,2,4,3,2,3,2,5,4,3,4,4,2,3,,N0624,43.77296145,-79.44449606,309267.54,4847942.623
1277394,4154640,2017,2020,1967,PRIVATE,6,York Centre,605 FINCH AVE W,9,244,2020-10-28,87,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,3,5,5,4,4,4,5,5,4,4,4,4,4,3,5,N0624,43.77132842,-79.45270965,308591.503,4847708.85
1277395,4154619,2017,2020,1964,PRIVATE,6,York Centre,707-711 FINCH AVE W,7,150,2020-10-28,76,Evaluation needs to be conducted in 2 years,20,4,4,5,3,4,4,4,5,4,3,3,3,5,4,4,4,4,4,2,3,N0624,,,307885.741,4847532.729
1277396,4154888,2017,2020,1958,PRIVATE,16,Don Valley East,50 ECCLESTON DR,4,60,2020-10-28,91,Evaluation needs to be conducted in 3 years,18,5,5,5,4,5,5,,3,5,3,5,4,5,4,4,5,5,5,5,,N1628,43.72758586,-79.31903,319364.219,4842863.106
1277397,4155927,2017,2020,1971,PRIVATE,1,Etobicoke North,10 WILLOWRIDGE RD,19,328,2020-10-28,69,Evaluation needs to be conducted in 2 years,18,3,4,5,2,3,2,4,3,4,,3,3,5,3,3,4,5,3,3,,W0137,,,299268.886,4837017.142
1277398,4154463,2017,2020,1972,PRIVATE,7,Humber River-Black Creek,3710 KEELE ST,9,92,2020-10-28,68,Evaluation needs to be conducted in 2 years,19,3,3,3,4,4,4,3,3,3,2,3,3,5,4,4,4,3,4,3,,W0731,43.75654049,-79.48978751,305606.988,4846063.982
1277399,4155911,2017,2020,1971,PRIVATE,1,Etobicoke North,22 WILLOWRIDGE RD,16,132,2020-10-27,73,Evaluation needs to be conducted in 2 years,18,3,4,5,3,3,3,4,2,4,,4,4,5,3,3,4,5,3,4,,W0137,43.67496327,-79.56939132,299189.134,4837003.506
1277400,4244923,2017,2020,1963,PRIVATE,1,Etobicoke North,60 ESTHER LORRIE DR,7,97,2020-10-27,92,Evaluation needs to be conducted in 3 years,17,5,5,5,4,5,3,,5,5,,4,5,5,4,5,5,4,5,4,,W0129,43.73169642,-79.57849851,298460.499,4843307.933
1277401,4154615,2017,2020,1950,PRIVATE,6,York Centre,229 PANNAHILL RD,3,12,2020-10-27,91,Evaluation needs to be conducted in 3 years,16,4,5,5,4,5,4,,4,,,4,5,5,4,5,5,5,4,5,,N0624,43.76035752,-79.46317574,307749.723,4846488.654
1277402,4168793,2017,2020,1962,PRIVATE,6,York Centre,25 CANYON AVE,21,117,2020-10-27,87,Evaluation needs to be conducted in 3 years,20,4,5,5,4,5,4,4,4,5,5,5,4,4,4,5,4,4,4,3,5,N0624,43.75715457,-79.43622486,,
1277403,4244917,2017,2020,2017,PRIVATE,12,Toronto-St. Paul's,99 DAVISVILLE AVE,14,179,2020-10-27,97,Evaluation needs to be conducted in 3 years,19,5,5,5,5,,4,5,3,5,5,5,5,5,5,5,5,5,5,5,5,S1233,,,313417.998,4839660.997
1277404,4155590,2017,2020,1959,TCHC,9,Davenport,1525 DUNDAS ST W,6,106,2020-10-27,67,Evaluation needs to be conducted in 2 years,19,3,4,4,3,4,3,3,3,3,,3,4,4,3,3,4,3,4,3,3,S0936,43.64916379,-79.43241883,310236.184,4834137.085
1277405,4155309,2017,2020,1959,PRIVATE,3,Etobicoke-Lakeshore,22 BURNHAMTHORPE RD,5,42,2020-10-27,73,Evaluation needs to be conducted in 2 years,18,3,3,5,3,5,3,,4,4,3,4,2,5,3,4,3,4,3,5,,W0321,43.64823602,-79.53035176,302335.758,4834032.463
1277406,4155308,2017,2020,1959,PRIVATE,3,Etobicoke-Lakeshore,24 BURNHAMTHORPE RD,5,42,2020-10-27,74,Evaluation needs to be conducted in 2 years,18,3,3,4,3,4,4,,3,3,3,3,3,5,4,3,4,5,5,5,,W0321,43.64843031,-79.5307642,302302.494,4834054.061
1277407,4154649,2017,2020,1961,PRIVATE,6,York Centre,4854 BATHURST ST,6,71,2020-10-27,81,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,,N0624,43.77111359,-79.44297323,309375.6,4847684.513
1277408,4154631,2017,2020,1969,PRIVATE,6,York Centre,6010 BATHURST ST,12,120,2020-10-27,76,Evaluation needs to be conducted in 2 years,20,4,4,5,3,4,3,3,4,3,4,3,5,5,4,4,4,3,4,3,4,N0622,43.78627985,-79.44682765,309064.241,4849369.232
1277409,4154348,2017,2020,1950,PRIVATE,5,York South-Weston,2434 KEELE ST,3,12,2020-10-27,69,Evaluation needs to be conducted in 2 years,15,3,4,2,3,3,3,,3,,,3,3,5,4,4,5,,4,3,,W0526,43.71126365,-79.47904211,306473.414,4841034.147
1277410,4154339,2018,2020,1967,PRIVATE,5,York South-Weston,2460 KEELE ST,8,57,2020-10-27,71,Evaluation needs to be conducted in 2 years,19,4,3,5,3,3,3,3,3,3,3,4,4,5,3,3,4,3,3,5,,W0526,43.71254462,-79.4793859,306445.675,4841176.448
1277411,4154337,2017,2020,1955,PRIVATE,5,York South-Weston,2548 KEELE ST,3,12,2020-10-27,78,Evaluation needs to be conducted in 2 years,16,3,4,5,4,3,3,,5,,4,4,4,5,3,4,4,,4,3,,W0526,43.71571524,-79.48003987,306392.893,4841528.671
1277412,4154336,2017,2020,1955,PRIVATE,5,York South-Weston,2550 KEELE ST,3,12,2020-10-27,78,Evaluation needs to be conducted in 2 years,16,3,4,5,4,3,3,,5,,4,4,4,5,3,4,4,,4,3,,W0526,43.71592426,-79.48008525,306389.231,4841551.892
1277413,4154335,2017,2020,1954,PRIVATE,5,York South-Weston,2552 KEELE ST,4,29,2020-10-27,82,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,,4,,4,4,4,5,3,4,4,5,4,4,,W0526,43.71632067,-79.48021137,306379.058,4841595.928
1277414,4155378,2017,2020,1968,PRIVATE,2,Etobicoke Centre,4340 BLOOR ST W,15,88,2020-10-27,83,Evaluation needs to be conducted in 2 years,18,4,5,5,4,4,5,,5,4,2,4,5,5,5,3,3,5,4,3,,W0233,43.63210997,-79.57615435,298639.087,4832244.112
1277415,4244920,2017,2020,2017,PRIVATE,12,Toronto-St. Paul's,118 BALLIOL ST,30,342,2020-10-27,98,Evaluation needs to be conducted in 3 years,19,5,5,5,5,,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,S1233,,,313430.374,4839608.751
1277416,4793995,2020,2020,1896,PRIVATE,11,University-Rosedale,55 MADISON AVE,4,12,2020-10-27,71,Evaluation needs to be conducted in 2 years,15,3,3,4,3,3,3,,4,,,3,3,5,4,3,4,,4,4,,S1127,43.67000175,-79.40358775,312559.238,4836454.34
1277417,4154254,2017,2020,1961,PRIVATE,7,Humber River-Black Creek,3266 WESTON RD,4,59,2020-10-27,64,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,3,,3,3,4,3,3,5,3,3,3,3,4,3,,W0727,43.74079507,-79.54034312,301535.061,4844315.545
1277418,4154253,2017,2020,1961,PRIVATE,7,Humber River-Black Creek,3286 WESTON RD,4,55,2020-10-27,63,Evaluation needs to be conducted in 1 year,18,3,3,3,3,3,3,,3,3,3,3,3,5,3,3,3,3,4,3,,W0727,43.74167415,-79.54061124,301513.513,4844413.218
1277419,4154261,2017,2020,1969,PRIVATE,7,Humber River-Black Creek,35 TOBERMORY DR,11,138,2020-10-27,71,Evaluation needs to be conducted in 2 years,18,3,3,3,3,4,3,3,4,4,,3,3,5,3,4,4,4,4,4,,W0725,43.76126387,-79.50963801,304008.298,4846589.696
1277420,4156298,2018,2020,1969,TCHC,10,Spadina-Fort York,170 VANAULEY WALK,6,40,2020-10-27,64,Evaluation needs to be conducted in 1 year,18,3,3,4,2,,4,3,4,3,3,3,4,3,3,3,4,3,3,3,,S1023,43.65168796,-79.40055795,312805.773,4834421
1277421,4154651,2017,2020,1962,PRIVATE,6,York Centre,4 MASCOT PL,4,70,2020-10-27,78,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,,4,4,3,4,4,5,3,4,3,4,4,3,,N0624,43.77037158,-79.44367993,309318.763,4847602.04
1277422,4155591,2017,2020,1968,TCHC,9,Davenport,61 PELHAM PARK GDNS,17,352,2020-10-27,59,Evaluation needs to be conducted in 1 year,20,3,4,4,2,3,3,3,3,2,3,2,4,2,3,3,3,3,3,3,3,S0926,43.66925972,-79.45779566,308187.607,4836369.289
1277423,4155202,2017,2020,1990,SOCIAL HOUSING,4,Parkdale-High Park,4049 DUNDAS ST W,12,208,2020-10-27,75,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,5,3,4,3,4,4,4,4,4,3,3,3,4,3,,S0421,43.66345535,-79.50372027,304484.24,4835722.738
1277424,4154630,2017,2020,1970,PRIVATE,6,York Centre,5 FISHERVILLE RD,17,202,2020-10-27,83,Evaluation needs to be conducted in 2 years,20,5,4,5,5,4,5,4,4,5,4,4,5,5,3,4,4,3,4,3,3,N0622,43.78938115,-79.44812181,308959.834,4849713.707
1277425,4154629,2017,2020,1970,PRIVATE,6,York Centre,25 FISHERVILLE RD,18,221,2020-10-27,88,Evaluation needs to be conducted in 3 years,19,5,5,5,4,4,4,4,4,4,5,4,5,5,4,4,5,5,4,4,,N0622,43.78887474,-79.44897913,308890.874,4849657.401
1277426,4253833,2018,2020,1960,PRIVATE,4,Parkdale-High Park,1 CLAUDE AVE,3,30,2020-10-27,77,Evaluation needs to be conducted in 2 years,14,4,4,5,3,3,5,,4,,,4,4,4,3,3,4,,4,,,S0434,43.63982394,-79.45174958,308677.112,4833099.385
1277427,4154642,2017,2020,1969,PRIVATE,6,York Centre,4 GOLDFINCH CRT,12,95,2020-10-27,68,Evaluation needs to be conducted in 2 years,19,4,4,5,3,4,4,4,4,4,2,2,2,4,3,4,3,2,4,3,,N0624,43.77013145,-79.44947994,308851.855,4847575.071
1277428,4153047,2017,2020,1970,PRIVATE,4,Parkdale-High Park,109 INDIAN RD,8,38,2020-10-27,79,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,5,4,4,4,3,4,3,5,4,3,4,4,4,3,,S0434,43.6433287,-79.45251263,308615.591,4833487.768
1277429,4153014,2017,2020,1930,PRIVATE,4,Parkdale-High Park,122 DOWLING AVE,5,27,2020-10-27,74,Evaluation needs to be conducted in 2 years,14,4,4,5,3,3,5,,4,,,3,3,5,3,3,3,,4,,,S0436,43.63676503,-79.43894835,309710.453,4832759.28
1277430,4154354,2017,2020,1960,PRIVATE,5,York South-Weston,2418 KEELE ST,3,11,2020-10-26,53,Evaluation needs to be conducted in 1 year,16,2,4,3,2,2,3,,2,,1,2,2,5,3,3,3,,3,2,,W0526,43.71001352,-79.47877569,306494.919,4840895.271
1277431,4154210,2017,2020,1954,PRIVATE,7,Humber River-Black Creek,1780 WILSON AVE,3,31,2020-10-26,65,Evaluation needs to be conducted in 1 year,15,3,3,3,3,3,3,,3,,,3,3,5,4,3,3,,4,3,,W0734,43.71912569,-79.51811505,303324.903,4841907.561
1277432,4155009,2017,2020,1950,PRIVATE,9,Davenport,22 ROBINA AVE,3,20,2020-10-26,69,Evaluation needs to be conducted in 2 years,15,4,3,4,3,3,4,,3,,3,3,4,5,3,4,3,,3,,,S0925,43.68075717,-79.43543341,309990.194,4837646.768
1277433,4154350,,2020,,PRIVATE,5,York South-Weston,2430 KEELE ST,3,12,2020-10-26,72,Evaluation needs to be conducted in 2 years,15,3,4,5,3,3,3,,3,,,3,3,5,4,4,4,,4,3,,W0526,43.71081061,-79.47889672,306483.424,4841002.355
1277434,4154355,,2020,1954,PRIVATE,5,York South-Weston,2416 KEELE ST,3,17,2020-10-26,68,Evaluation needs to be conducted in 2 years,16,3,4,4,3,2,4,,3,,3,4,4,5,3,3,3,,3,3,,W0526,43.70978709,-79.47885126,306488.836,4840870.115
1277435,4154212,2018,2020,1953,PRIVATE,7,Humber River-Black Creek,1740 WILSON AVE,3,10,2020-10-26,63,Evaluation needs to be conducted in 1 year,16,3,3,3,3,3,3,,3,,,3,3,4,3,3,3,3,4,3,,W0734,43.71996931,-79.51444698,303620.457,4842001.222
1277436,4155019,2017,2020,1950,PRIVATE,9,Davenport,370 WESTMOUNT AVE,3,29,2020-10-26,68,Evaluation needs to be conducted in 2 years,15,3,3,4,3,3,4,,3,,,3,4,5,3,3,3,,4,3,,S0925,43.68520373,-79.44519955,309202.478,4838140.205
1277437,4155017,2017,2020,1953,PRIVATE,9,Davenport,375 WESTMOUNT AVE,3,30,2020-10-26,75,Evaluation needs to be conducted in 2 years,15,3,4,4,4,4,3,,3,,,4,4,5,4,4,4,,4,2,,S0925,43.6853682,-79.44455729,309254.249,4838158.509
1277438,4154213,2017,2020,1950,PRIVATE,7,Humber River-Black Creek,1742 WILSON AVE,3,10,2020-10-26,68,Evaluation needs to be conducted in 2 years,17,3,3,4,3,3,3,,3,,3,4,3,4,4,4,3,4,4,3,,W0734,43.71990129,-79.51472684,303597.907,4841993.67
1277439,4154214,2017,2020,1950,PRIVATE,7,Humber River-Black Creek,1744 WILSON AVE,3,10,2020-10-26,64,Evaluation needs to be conducted in 1 year,17,3,3,4,2,3,3,,3,,3,3,3,5,4,2,2,4,4,3,,W0734,43.71982922,-79.51500389,303575.583,4841985.668
1277440,4154216,2017,2020,1973,PRIVATE,7,Humber River-Black Creek,1748 WILSON AVE,3,10,2020-10-26,76,Evaluation needs to be conducted in 2 years,16,3,3,3,4,4,4,,3,,,3,3,5,4,5,4,4,4,5,,W0734,43.71971261,-79.51558278,303528.939,4841972.723
1277441,4154345,2017,2020,1963,PRIVATE,5,York South-Weston,1550 LAWRENCE AVE W,7,96,2020-10-26,71,Evaluation needs to be conducted in 2 years,19,3,3,4,3,3,4,3,4,4,3,3,3,5,4,4,4,4,3,3,,W0526,43.70721498,-79.48616441,305899.264,4840585.216
1277442,4154346,2017,2020,1962,PRIVATE,5,York South-Weston,1560 LAWRENCE AVE W,6,90,2020-10-26,77,Evaluation needs to be conducted in 2 years,19,3,5,5,3,3,4,4,4,4,4,3,4,5,4,4,4,4,3,3,,W0526,43.70662899,-79.48749652,305791.914,4840520.101
1277443,4155013,2017,2020,1930,PRIVATE,9,Davenport,240 NORTHCLIFFE BLVD,4,46,2020-10-26,75,Evaluation needs to be conducted in 2 years,15,4,4,4,3,2,4,,4,,,3,4,5,3,5,3,,4,4,,S0925,43.68349944,-79.44337363,309349.814,4837950.959
1277444,4155460,2017,2020,1970,PRIVATE,1,Etobicoke North,40 STEVENSON RD,13,176,2020-10-26,76,Evaluation needs to be conducted in 2 years,18,2,3,5,4,5,4,4,4,4,,3,5,4,4,3,3,4,3,4,,W0123,43.74422511,-79.58566085,297884.978,4844700.386
1277445,4817599,2020,2020,1900,PRIVATE,12,Toronto-St. Paul's,595 ST CLAIR AVE W,3,15,2020-10-26,63,Evaluation needs to be conducted in 1 year,13,3,3,3,3,,3,,5,,,3,3,3,3,3,3,,3,,,S1235,43.68215859,-79.42201665,311071.858,4837803.382
1277446,4155096,2017,2020,1960,PRIVATE,5,York South-Weston,30 CLEARVIEW HTS,4,25,2020-10-26,79,Evaluation needs to be conducted in 2 years,16,3,4,5,4,3,4,,3,,,4,5,5,4,4,4,3,4,4,,W0532,43.6932353,-79.47957885,306430.615,4839031.266
1277447,4155097,2017,2020,1951,PRIVATE,5,York South-Weston,40 CLEARVIEW HTS,4,37,2020-10-26,79,Evaluation needs to be conducted in 2 years,17,4,4,5,4,3,5,,3,,3,5,4,5,4,4,4,3,4,3,,W0532,43.69309859,-79.48023784,306377.496,4839016.071
1277448,4155098,2017,2020,1951,PRIVATE,5,York South-Weston,50 CLEARVIEW HTS,4,37,2020-10-26,78,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,,3,,4,4,4,5,4,4,3,3,4,3,,W0532,43.69304888,-79.48093876,306320.732,4839011.492
1277449,4155099,2017,2020,1951,PRIVATE,5,York South-Weston,60 CLEARVIEW HTS,4,37,2020-10-26,82,Evaluation needs to be conducted in 2 years,17,4,4,5,4,4,4,,3,,5,5,5,4,4,4,4,3,4,4,,W0532,43.69297747,-79.48134741,306287.792,4839003.552
1277450,4155100,2017,2020,1951,PRIVATE,5,York South-Weston,70 CLEARVIEW HTS,4,47,2020-10-26,85,Evaluation needs to be conducted in 2 years,17,4,4,5,5,4,4,,3,,4,5,5,5,4,4,4,4,4,4,,W0532,43.69279777,-79.48159541,306267.805,4838983.584
1277451,4155101,2017,2020,1951,PRIVATE,5,York South-Weston,80 CLEARVIEW HTS,4,36,2020-10-26,84,Evaluation needs to be conducted in 2 years,17,3,4,5,5,4,4,,4,,4,5,5,5,4,4,4,4,4,3,,W0532,43.69306431,-79.48217897,306220.758,4839013.187
1277452,4155112,2017,2020,1915,PRIVATE,5,York South-Weston,83 CLEARVIEW HTS,3,40,2020-10-26,71,Evaluation needs to be conducted in 2 years,15,3,4,5,3,3,3,,4,,,3,3,4,4,3,3,,4,4,,W0532,43.69262312,-79.48295506,306158.205,4838964.161
1277453,4154217,2017,2020,1967,PRIVATE,7,Humber River-Black Creek,1750 WILSON AVE,3,10,2020-10-26,76,Evaluation needs to be conducted in 2 years,17,4,4,3,3,4,4,,4,,4,3,3,5,4,4,4,3,5,4,,W0734,43.71964691,-79.51586348,303506.321,4841965.429
1277454,4154353,2017,2020,1958,PRIVATE,5,York South-Weston,2420 KEELE ST,3,11,2020-10-26,81,Evaluation needs to be conducted in 2 years,16,4,4,5,4,3,4,,5,,4,4,3,5,3,5,4,,4,4,,W0526,43.71024845,-79.47881998,306491.343,4840921.369
1277455,4221280,2017,2020,1965,PRIVATE,11,University-Rosedale,6-10 WALMER RD,18,131,2020-10-25,78,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,3,5,2,4,5,4,4,5,4,4,4,3,4,4,,S1126,43.666995,-79.4061737,312350.807,4836121.022
